id	name	description
pha601	Alfred A. Haug	University of Otago -> School of Business -> Department of Economics (rank: 2661, publications: 76)
pha178	Donald Richard Haurin	Ohio State University -> Department of Economics (rank: 2662, publications: 82)
phe130	Joni Hersch	Institute of Labor Economics (IZA) (rank: 2663, publications: 49)
pho504	Boris Hofmann	Bank for International Settlements (BIS) (rank: 2665, publications: 65)
pho90	Randall G. Holcombe	Florida State University -> Department of Economics (rank: 2666, publications: 127)
pho67	Arne Hole	University of Sheffield -> Department of Economics (rank: 2667, publications: 55)
pho36	Joel L. Horowitz	Northwestern University -> Department of Economics (rank: 2668, publications: 23)
pch177	Christophe Hurlin	University of Orleans -> Faculty of Law, Economics and Management -> Orleans Economic Laboratory (rank: 2669, publications: 186)
pia4	Laurence R. Iannaccone	Chapman University -> Argyros School of Business and Economics -> Economic Science Institute (ESI); Chapman University -> Argyros School of Business and Economics (rank: 2670, publications: 16)
pin7	Robert Inklaar	Royal University of Groningen -> Faculty of Economics and Business -> Groningen Growth and Development Centre (GGDC) (rank: 2672, publications: 82)
pin31	robert innes	University of Arizona -> Eller College of Management -> Economics Department; University of Arizona -> Department of Agricultural and Resource Economics (rank: 2673, publications: 26)
pit4	Hiro Ito	Portland State University -> Department of Economics (rank: 2674, publications: 69)
pit14	Oleg Itskhoki	Princeton University -> Department of Economics; National Bureau of Economic Research (NBER); Princeton University -> Woodrow Wilson School of Public and International Affairs (rank: 2675, publications: 50)
piy4	Murat F. Iyigun	Institute of Labor Economics (IZA); Harvard University -> Kennedy School of Government -> Center for International Development; University of Colorado -> Department of Economics (rank: 2676, publications: 74)
pja142	Tooraj Jamasb	Durham University -> Business School (rank: 2677, publications: 125)
pja312	Eckhard Janeba	University of Mannheim -> Department of Economics (rank: 2678, publications: 83)
pje16	Tim Jenkinson	Oxford University -> Saïd Business School (rank: 2679, publications: 78)
pje44	Helen H. Jensen	Iowa State University -> Department of Economics; Iowa State University -> Center for Agricultural and Rural Development (CARD) (rank: 2680, publications: 386)
pjh1	Raghbendra Jha	Australian National University -> Crawford School of Public Policy -> Arndt-Corden Department of Economics (rank: 2681, publications: 192)
pji20	Sergi Jimenez-Martin	Barcelona Graduate School of Economics (Barcelona GSE); Barcelona Graduate School of Economics (Barcelona GSE) -> Pompeu Fabra University -> Department of Economics and Business; Foundation for the Study of Applied Economics (rank: 2682, publications: 148)
pjo225	Eric Jondeau	Swiss Finance Institute; University of Lausanne -> Business School -> Institute of Banking and Finance (rank: 2684, publications: 128)
pju42	Chinhui Juhn	University of Houston -> Department of Economics (rank: 2685, publications: 27)
pka457	Marcin Kacperczyk	National Bureau of Economic Research (NBER) (rank: 2686, publications: 28)
pka612	Michihiro Kandori	University of Tokyo -> Faculty of Economics (rank: 2687, publications: 40)
pka300	Georgios Karras	University of Illinois at Chicago -> Department of Economics (rank: 2688, publications: 71)
pka48	Kenneth Kasa	Simon Fraser University -> Department of Economics (rank: 2689, publications: 70)
pka319	Gautam Kaul	University of Michigan -> Ross School of Business (rank: 2690, publications: 17)
pke17	Todd Keister	Rutgers University-New Brunswick -> Department of Economics (rank: 2691, publications: 69)
pkh5	Aubhik Khan	Ohio State University -> Department of Economics (rank: 2692, publications: 71)
pki27	Jinill Kim	Korea University -> Department of Economics (rank: 2693, publications: 77)
pki184	Philipp Albert Theodor Kircher	University of Edinburgh -> School of Economics (rank: 2694, publications: 71)
pkl10	Paul Klein	Simon Fraser University -> Department of Economics; Stockholm University -> Department of Economics (rank: 2695, publications: 35)
pkn21	Thomas J. Kniesner	Institute of Labor Economics (IZA); Syracuse University -> Maxwell School -> Center for Policy Research; Claremont Graduate University -> School of Politics and Economics -> Department of Economics (rank: 2697, publications: 98)
pko215	Michael Koetter	University of Magdeburg -> Faculty of Economics and Management; Halle Institute for Economic Research (rank: 2698, publications: 92)
pko5	Ari Kokko	Ratio Institute; Copenhagen Business School -> Department of International Economics and Management (rank: 2699, publications: 77)
pko248	Peter Kooreman	Tilburg University -> CentER for Economic Research (rank: 2701, publications: 70)
pko254	Dimitris Korobilis	University of Essex -> Essex Business School (rank: 2702, publications: 94)
pko239	Peter Kort	Tilburg University -> CentER for Economic Research (rank: 2703, publications: 209)
pko326	Matthew Jason Kotchen	National Bureau of Economic Research (NBER) (rank: 2704, publications: 52)
pko155	Phoebe Koundouri	London School of Economics (LSE); Athens University of Economics and Business (AUEB); International Centre for Research on the Environment and the Economy (ICRE8) (rank: 2705, publications: 203)
pkr88	Walter Krämer	University of Dortmund -> Department of Business and Social Statistics (rank: 2706, publications: 161)
pkr48	Tom Krebs	University of Mannheim -> Department of Economics (rank: 2707, publications: 65)
pkr50	Pravin Krishna	Johns Hopkins University -> School of Advanced International Studies -> International Economics Department (rank: 2708, publications: 60)
pkr127	Dennis Kristensen	University of Aarhus -> Department of Economics and Business -> Center for Research in Econometric Analysis of Time Series (CREATES); University College London (UCL) -> Department of Economics; Centre for Microdata Methods and Practice (CEMMAP) (rank: 2709, publications: 68)
pku60	Michael Kumhof	Bank of England (rank: 2710, publications: 90)
pla551	David Neil Laband	Georgia Institute of Technology -> School of Economics (rank: 2711, publications: 80)
pla158	Helen F. Ladd	Duke University -> Sanford School of Public Policy (rank: 2712, publications: 59)
pla474	Ching-chong Lai	Academia Sinica -> Institute of Economics (rank: 2713, publications: 146)
pla295	Darius Lakdawalla	University of Southern California -> Leonard D. Schaeffer Center for Health Policy and Economics (rank: 2714, publications: 79)
pla36	Julia Lane	Institute of Labor Economics (IZA); Bureau of Economic Theory and Applications; University of Melbourne -> Faculty of Business and Economics -> Melbourne Institute of Applied Economic and Social Research (MIAESR) (rank: 2715, publications: 113)
pla289	Andreas Lange	Centre for European Economic Research; University of Maryland -> Department of Agricultural and Resource Economics; University of Hamburg -> Department of Economics (rank: 2716, publications: 87)
pla49	Francois Langot	TEPP Institute for Labor Studies and Public Policies; University of Maine -> Faculty of Economics and Law -> Group for the Analysis of Itineraries and Wage Levels; Paris School of Economics; Center for Economic Research and its Applications (rank: 2717, publications: 165)
pla302	Peter Frederik Lanjouw	VU University Amsterdam -> Faculty of Economic Sciences, Business Administration and Econometrics -> Department of Economics (rank: 2718, publications: 89)
pla260	Markku Lanne	University of Aarhus -> Department of Economics and Business -> Center for Research in Econometric Analysis of Time Series (CREATES); Helsinki Center for Economic Research (HECER); University of Helsinki -> Faculty of Social Sciences -> Department of Political and Economic Studies (rank: 2719, publications: 107)
pla48	William D Lastrapes	University of Georgia -> Terry College of Business -> Department of Economics (rank: 2720, publications: 39)
pla169	Sébastien Laurent	Aix-Marseille School of Economics (AMSE) -> Groupement de Recherche en Économie Quantitative d'Aix-Marseille (GREQAM); Aix-Marseille University -> Business School (rank: 2721, publications: 97)
ple240	Hervé LE BIHAN	Bank of France (rank: 2722, publications: 110)
ple589	Junsoo Lee	University of Alabama-Tuscaloosa -> Culverhouse College of Commerce & Business Administration -> Department of Economics, Finance and Legal Studies; University of Alabama-Tuscaloosa -> Culverhouse College of Commerce & Business Administration (rank: 2723, publications: 68)
ple288	Kevin Lee	University of Nottingham -> School of Economics; University of Nottingham -> School of Economics -> Centre for Finance, Credit and Macroeconomics (CFCM); University of Nottingham -> School of Economics -> Granger Centre for Time Series Econometrics (rank: 2724, publications: 90)
ple206	Peter T. Leeson	George Mason University -> Economics Department (rank: 2725, publications: 90)
ple190	Jonathan S. Leonard	University of California-Berkeley -> Walter A. Haas School of Business -> Economic Analysis & Policy Group (EAP) (rank: 2726, publications: 65)
ple295	CUONG LE VAN	Paris School of Economics -> Paris-Jourdan Sciences Économiques (PSE); IPAG Business School (rank: 2727, publications: 277)
ple114	Daniel Levy	Rimini Centre for Economic Analysis (RCEA); Emory University -> Department of Economics; Bar Ilan University -> Department of Economics (rank: 2728, publications: 194)
pli628	Shi Li	Beijing Normal University -> School of Economics and Business Administration (rank: 2730, publications: 156)
pli409	Gary D. Libecap	University of California-Santa Barbara (UCSB) -> Department of Economics; University of California-Santa Barbara (UCSB) -> Donald Bren School of Environmental Science & Management -> Economics and Environmental Sciences (rank: 2731, publications: 70)
pli449	Maarten Lindeboom	Tinbergen Institute; VU University Amsterdam -> Faculty of Economic Sciences, Business Administration and Econometrics -> Department of Economics (rank: 2732, publications: 118)
pli35	Francesco Lissoni	University of Bordeaux -> Research Group on Theoretical and Applied Economics; Bocconi University -> Center for Research on Innovation, Organization and Strategy (CRIOS) (rank: 2733, publications: 77)
pli522	Stephen Littlechild	University of Cambridge -> Judge Business School (rank: 2734, publications: 91)
pli177	Alessandro Lizzeri	New York University (NYU) -> Department of Economics (rank: 2735, publications: 52)
plo1	Jose A. Lopez	Federal Reserve Bank of San Francisco -> Economic Research (rank: 2736, publications: 105)
pls1	Andreas Löschel	Centre for European Economic Research; Australian National University -> Crawford School of Public Policy -> Centre for Climate Economics and Policy (CCEP); University of Munster -> Faculty of Economics -> Center for Applied Economic Research; University of International Business and Economics (UIBE) (rank: 2737, publications: 164)
